Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
971,2023,Inter,Serie A,Robin Gosens,GER,DF,28-132,1994,2.7,102,132,77.3,1664,652,53,54,98.1,42,54,77.8,6,15,40,0,0.4,0.9,-0.4,3,7,7,4,10,https://fbref.com/en/players/2d970560/Robin-Gosens
972,2023,Inter,Serie A,Samir Handanović,SVN,GK,38-123,1984,8,280,314,89.2,6390,4416,88,89,98.9,130,131,99.2,61,90,67.8,0,0,0,0,0,6,0,0,0,https://fbref.com/en/players/74419746/Samir-Handanovic
973,2023,Inter,Serie A,Romelu Lukaku,BEL,FW,29-185,1993,2.8,33,48,68.8,377,57,19,22,86.4,9,11,81.8,0,2,0,1,0.1,0.3,0.9,2,0,4,0,4,https://fbref.com/en/players/5eae500a/Romelu-Lukaku
974,2023,Inter,Serie A,Lautaro Martínez,ARG,FW,25-084,1997,13.5,218,296,73.6,3481,804,108,140,77.1,75,94,79.8,18,24,75,3,2.9,1.6,0.1,24,16,8,0,28,https://fbref.com/en/players/f7036e1c/Lautaro-Martinez
975,2023,Inter,Serie A,Henrikh Mkhitaryan,ARM,MF,33-297,1989,7.4,265,311,85.2,4058,1035,140,150,93.3,92,110,83.6,18,26,69.2,1,1,1,0,7,28,9,2,24,https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan
976,2023,Inter,Serie A,André Onana,CMR,GK,26-226,1996,7,220,283,77.7,5368,3538,63,63,100,95,98,96.9,60,119,50.4,0,0,0,0,1,1,0,0,1,https://fbref.com/en/players/e9c0c1b2/Andre-Onana
977,2023,Inter,Serie A,Milan Škriniar,SVK,DF,27-276,1995,14.2,939,1022,91.9,17299,5436,341,364,93.7,514,534,96.3,69,98,70.4,0,0.2,0.2,-0.2,4,55,1,0,34,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar
978,2023,Inter,Serie A,Stefan de Vrij,NED,DF,30-282,1992,11.1,505,574,88,9036,2512,171,185,92.4,300,320,93.8,27,52,51.9,0,0,0.1,0,0,21,0,0,17,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij
979,2023,Juventus,Serie A,Leonardo Bonucci,ITA,DF,35-197,1987,6.7,299,351,85.2,6502,2460,82,89,92.1,167,184,90.8,49,75,65.3,0,0.1,0.2,-0.1,2,23,3,0,14,https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci
980,2023,Juventus,Serie A,Gleison Bremer,BRA,DF,25-241,1997,12.5,669,735,91,13127,3836,216,227,95.2,372,394,94.4,78,107,72.9,0,0.1,0.1,-0.1,2,15,1,0,15,https://fbref.com/en/players/5fd5ed86/Gleison-Bremer
981,2023,Juventus,Serie A,Federico Chiesa,ITA,FW,25-020,1997,0.5,8,9,88.9,80,7,6,6,100,1,1,100,0,0,NA,1,0,0,1,0,1,0,0,0,https://fbref.com/en/players/b0f7e36c/Federico-Chiesa
982,2023,Juventus,Serie A,Juan Cuadrado,COL,"DF,FW",34-172,1988,11.3,453,546,83,8947,2480,185,207,89.4,185,212,87.3,78,109,71.6,3,1.9,1.5,1.1,25,23,14,6,35,https://fbref.com/en/players/0ab1f153/Juan-Cuadrado
983,2023,Juventus,Serie A,Danilo,BRA,DF,31-122,1991,14.1,615,742,82.9,12067,4203,201,234,85.9,327,363,90.1,79,124,63.7,2,1.9,0.6,0.1,7,50,6,3,36,https://fbref.com/en/players/94b2001f/Danilo
984,2023,Juventus,Serie A,Mattia De Sciglio,ITA,DF,30-025,1992,5.1,240,293,81.9,4499,1671,92,107,86,118,138,85.5,29,42,69,0,0.2,0.1,-0.2,3,27,4,2,24,https://fbref.com/en/players/ae4e2852/Mattia-De-Sciglio
985,2023,Juventus,Serie A,Ángel Di María,ARG,FW,34-273,1988,2.7,65,84,77.4,1120,457,35,38,92.1,20,26,76.9,9,14,64.3,1,0.5,0.3,0.5,3,11,2,0,7,https://fbref.com/en/players/19cda00b/Angel-Di-Maria
986,2023,Juventus,Serie A,Nicolò Fagioli,ITA,MF,21-275,2001,3.7,98,121,81,1690,334,46,49,93.9,38,44,86.4,12,25,48,0,0.3,0.2,-0.3,6,11,5,1,6,https://fbref.com/en/players/366be751/Nicolo-Fagioli
987,2023,Juventus,Serie A,Federico Gatti,ITA,DF,24-143,1998,4,152,186,81.7,3339,1083,44,49,89.8,73,81,90.1,34,51,66.7,0,0,0.1,0,0,14,0,0,10,https://fbref.com/en/players/18dd3219/Federico-Gatti
988,2023,Juventus,Serie A,Samuel Iling-Junior,ENG,"MF,DF",19-041,2003,0.3,9,10,90,138,59,5,6,83.3,3,3,100,0,0,NA,1,0,0,1,1,1,1,0,2,https://fbref.com/en/players/ba492306/Samuel-Iling-Junior
989,2023,Juventus,Serie A,Moise Kean,ITA,FW,22-259,2000,5.4,66,91,72.5,844,241,40,50,80,15,21,71.4,2,3,66.7,0,0.7,0.4,-0.7,4,5,5,1,7,https://fbref.com/en/players/3d50bcdb/Moise-Kean
990,2023,Juventus,Serie A,Filip Kostić,SRB,"FW,DF",30-013,1992,11.8,333,480,69.4,5631,1766,165,195,84.6,121,164,73.8,36,76,47.4,5,3.6,2.2,1.4,27,22,23,16,25,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
991,2023,Juventus,Serie A,Manuel Locatelli,ITA,MF,24-310,1998,10.8,410,491,83.5,7273,2291,189,210,90,167,191,87.4,44,65,67.7,0,0.5,0.4,-0.5,6,35,5,0,37,https://fbref.com/en/players/a8a874f1/Manuel-Locatelli
992,2023,Juventus,Serie A,Weston McKennie,USA,MF,24-078,1998,8,202,249,81.1,3070,869,107,126,84.9,73,89,82,15,20,75,1,0.7,0.8,0.3,7,16,4,4,17,https://fbref.com/en/players/01c3aff5/Weston-McKennie
993,2023,Juventus,Serie A,Arkadiusz Milik,POL,FW,28-259,1994,7.9,149,188,79.3,2127,395,87,102,85.3,49,58,84.5,6,10,60,0,0.6,0.4,-0.6,5,7,5,0,11,https://fbref.com/en/players/85613cf0/Arkadiusz-Milik
994,2023,Juventus,Serie A,Fabio Miretti,ITA,"MF,FW",19-103,2003,6.9,192,271,70.8,2974,835,105,133,78.9,67,86,77.9,12,28,42.9,1,0.9,0.8,0.1,11,19,7,1,19,https://fbref.com/en/players/34693494/Fabio-Miretti
995,2023,Juventus,Serie A,Leandro Paredes,ARG,MF,28-138,1994,4.3,247,268,92.2,4425,1742,112,116,96.6,103,107,96.3,29,39,74.4,0,0.5,0.8,-0.5,6,23,4,1,23,https://fbref.com/en/players/dff153a4/Leandro-Paredes
996,2023,Juventus,Serie A,Mattia Perin,ITA,GK,30-004,1992,6.5,185,239,77.4,4418,2848,44,45,97.8,103,103,100,38,91,41.8,0,0,0,0,0,6,0,0,1,https://fbref.com/en/players/4c62d0c8/Mattia-Perin
997,2023,Juventus,Serie A,Adrien Rabiot,FRA,MF,27-225,1995,10.4,298,358,83.2,5298,1462,136,151,90.1,119,141,84.4,34,45,75.6,2,0.9,0.5,1.1,8,28,9,1,29,https://fbref.com/en/players/8794e251/Adrien-Rabiot
998,2023,Juventus,Serie A,Nicolò Rovella,ITA,MF,20-345,2001,0.3,22,25,88,448,82,7,8,87.5,11,12,91.7,3,4,75,0,0,0,0,0,3,0,0,0,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella
999,2023,Juventus,Serie A,Daniele Rugani,ITA,DF,28-108,1994,1.9,102,119,85.7,2134,605,24,26,92.3,71,78,91,7,15,46.7,0,0,0,0,0,7,0,0,3,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani
1000,2023,Juventus,Serie A,Alex Sandro,BRA,DF,31-292,1991,8.7,466,545,85.5,8714,2680,187,204,91.7,214,234,91.5,57,83,68.7,1,0.4,0.3,0.6,6,32,3,1,26,https://fbref.com/en/players/0d82903c/Alex-Sandro
1001,2023,Juventus,Serie A,Matìas Soulé,ARG,"MF,FW",19-213,2003,1.3,45,50,90,820,119,22,22,100,14,15,93.3,8,12,66.7,0,0.3,0.1,-0.3,4,2,0,0,2,https://fbref.com/en/players/c13ddd3e/Matias-Soule
1002,2023,Juventus,Serie A,Wojciech Szczęsny,POL,GK,32-210,1990,8.5,159,222,71.6,4778,3342,15,15,100,86,87,98.9,58,118,49.2,0,0,0,0,0,2,0,0,0,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny
1003,2023,Juventus,Serie A,Dušan Vlahović,SRB,FW,22-290,2000,9.4,124,175,70.9,2128,413,61,77,79.2,47,60,78.3,11,17,64.7,1,1,0.3,0,11,15,8,1,17,https://fbref.com/en/players/79443529/Dusan-Vlahovic
1004,2023,Juventus,Serie A,Denis Zakaria,SUI,MF,25-359,1996,1.4,32,38,84.2,469,119,18,20,90,11,12,91.7,2,2,100,0,0,0,0,0,2,0,0,3,https://fbref.com/en/players/384d58d9/Denis-Zakaria
1005,2023,Köln,Bundesliga,Sargis Adamyan,ARM,"FW,MF",29-175,1993,4.8,88,121,72.7,1471,336,44,51,86.3,35,48,72.9,8,11,72.7,1,0.6,0.8,0.4,7,5,8,2,13,https://fbref.com/en/players/22919e97/Sargis-Adamyan
1006,2023,Köln,Bundesliga,Julian Chabot,GER,DF,24-275,1998,1.4,103,117,88,2223,704,28,30,93.3,58,63,92.1,17,23,73.9,0,0,0,0,1,16,0,0,5,https://fbref.com/en/players/ae7058f9/Julian-Chabot
1007,2023,Köln,Bundesliga,Florian Dietz,GER,FW,24-103,1998,4.4,39,76,51.3,487,111,27,40,67.5,7,20,35,2,5,40,0,0.3,0.5,-0.3,4,4,0,0,3,https://fbref.com/en/players/8779ddf8/Florian-Dietz
1008,2023,Köln,Bundesliga,Ondrej Duda,SVK,MF,27-344,1994,7.7,208,279,74.6,3598,866,97,115,84.3,82,101,81.2,20,37,54.1,0,0.7,0.8,-0.7,8,28,5,1,23,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
1009,2023,Köln,Bundesliga,Kingsley Ehizibue,NED,DF,27-173,1995,0.7,15,24,62.5,275,142,8,10,80,3,6,50,4,6,66.7,0,0,0,0,0,1,1,0,2,https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue
1010,2023,Köln,Bundesliga,Jonas Hector,GER,DF,32-171,1990,12.9,551,735,75,10320,3488,240,273,87.9,224,276,81.2,79,151,52.3,1,2.2,2.4,-1.2,16,35,6,3,36,https://fbref.com/en/players/c2009df3/Jonas-Hector
1011,2023,Köln,Bundesliga,Timo Hübers,GER,DF,26-117,1996,11.4,570,686,83.1,12033,4504,138,154,89.6,350,386,90.7,77,129,59.7,0,0.1,0.4,-0.1,2,24,1,0,19,https://fbref.com/en/players/94302c52/Timo-Hubers
1012,2023,Köln,Bundesliga,Denis Huseinbasic,GER,MF,21-134,2001,4.2,116,140,82.9,1641,427,67,75,89.3,39,47,83,4,6,66.7,1,0.3,0.5,0.7,4,16,3,0,9,https://fbref.com/en/players/b116c6e3/Denis-Huseinbasic
1013,2023,Köln,Bundesliga,Florian Kainz,AUT,"FW,MF",30-021,1992,11.5,298,502,59.4,5908,2639,108,126,85.7,129,192,67.2,53,142,37.3,4,4.4,4.2,-0.4,26,34,23,6,56,https://fbref.com/en/players/94c18565/Florian-Kainz
1014,2023,Köln,Bundesliga,Luca Kilian,GER,DF,23-074,1999,12.2,578,673,85.9,11467,3267,142,162,87.7,376,396,94.9,55,99,55.6,0,0.1,0.2,-0.1,2,36,0,0,28,https://fbref.com/en/players/610aa1e9/Luca-Kilian
1015,2023,Köln,Bundesliga,Tim Lemperle,GER,FW,20-282,2002,0.4,10,16,62.5,120,11,7,8,87.5,2,4,50,0,1,0,0,0.3,0.7,-0.3,1,0,0,0,0,https://fbref.com/en/players/792ffa71/Tim-Lemperle
1016,2023,Köln,Bundesliga,Dejan Ljubicic,AUT,MF,25-037,1997,6.2,155,201,77.1,2649,715,78,91,85.7,54,66,81.8,19,27,70.4,0,0.6,0.8,-0.6,10,15,8,2,22,https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic
1017,2023,Köln,Bundesliga,Linton Maina,GER,FW,23-144,1999,9,145,207,70,2248,535,79,97,81.4,54,68,79.4,8,17,47.1,3,2.5,2.4,0.5,16,13,11,6,16,https://fbref.com/en/players/e5d85da8/Linton-Maina
1018,2023,Köln,Bundesliga,Eric Martel,GER,MF,20-199,2002,8.5,291,365,79.7,4779,1186,123,146,84.2,141,164,86,16,32,50,0,0.4,0.5,-0.4,3,19,5,2,23,https://fbref.com/en/players/92a16062/Eric-Martel
1019,2023,Köln,Bundesliga,Mathias Olesen,LUX,MF,21-238,2001,1.1,17,24,70.8,338,63,8,11,72.7,6,8,75,3,4,75,0,0.1,0,-0.1,1,1,0,0,3,https://fbref.com/en/players/86adbcc7/Mathias-Olesen
1020,2023,Köln,Bundesliga,Kristian Pedersen,DEN,DF,28-102,1994,3,115,161,71.4,2084,969,45,54,83.3,55,73,75.3,12,23,52.2,0,0.1,0,-0.1,2,6,1,0,7,https://fbref.com/en/players/5154b2ba/Kristian-Pedersen
1021,2023,Köln,Bundesliga,Kingsley Schindler,GER,"DF,MF",29-125,1993,5.4,155,252,61.5,2858,1231,58,76,76.3,75,111,67.6,17,39,43.6,0,0.3,0.4,-0.3,4,18,7,2,20,https://fbref.com/en/players/bd527260/Kingsley-Schindler
1022,2023,Köln,Bundesliga,Benno Schmitz,GER,DF,27-362,1994,11.5,378,609,62.1,6726,3368,163,202,80.7,169,262,64.5,40,101,39.6,0,1.3,1.7,-1.3,10,37,20,12,44,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz
1023,2023,Köln,Bundesliga,Marvin Schwäbe,GER,GK,27-203,1995,15,521,643,81,13224,8155,81,82,98.8,323,327,98.8,117,233,50.2,0,0,0,0,0,8,1,0,0,https://fbref.com/en/players/87436846/Marvin-Schwabe
1024,2023,Köln,Bundesliga,Ellyes Skhiri,TUN,MF,27-188,1995,14,648,737,87.9,11761,3524,254,279,91,320,350,91.4,66,76,86.8,0,0.9,0.8,-0.9,15,51,5,1,52,https://fbref.com/en/players/c2211709/Ellyes-Skhiri
1025,2023,Köln,Bundesliga,Nikola Soldo,CRO,DF,21-293,2001,4.6,211,273,77.3,4396,1098,47,56,83.9,139,152,91.4,25,56,44.6,0,0,0,0,1,9,1,0,11,https://fbref.com/en/players/4f627629/Nikola-Soldo
1026,2023,Köln,Bundesliga,Jan Thielmann,GER,FW,20-172,2002,5.4,83,129,64.3,1387,278,42,58,72.4,31,38,81.6,7,14,50,1,0.1,0.4,0.9,3,5,3,1,6,https://fbref.com/en/players/fd53759d/Jan-Thielmann
1027,2023,Köln,Bundesliga,Steffen Tigges,GER,FW,24-106,1998,8,82,148,55.4,1241,358,47,73,64.4,24,42,57.1,7,11,63.6,0,0.7,0.3,-0.7,8,9,5,0,13,https://fbref.com/en/players/6b8887c2/Steffen-Tigges
1028,2023,Köln,Bundesliga,Mark Uth,GER,"MF,FW",31-082,1991,0.5,11,15,73.3,181,42,5,7,71.4,5,5,100,1,3,33.3,0,0,0,0,0,2,0,0,1,https://fbref.com/en/players/a3ddb1b9/Mark-Uth
1029,2023,Lazio,Serie A,Luis Alberto,ESP,MF,30-047,1992,6,298,373,79.9,4735,1698,161,181,89,99,114,86.8,26,52,50,1,1.1,1.4,-0.1,12,28,15,0,37,https://fbref.com/en/players/5294a83f/Luis-Alberto
1030,2023,Lazio,Serie A,Felipe Anderson,BRA,"FW,MF",29-213,1993,13.5,358,457,78.3,5066,1100,221,254,87,111,136,81.6,17,32,53.1,2,3.2,2,-1.2,21,24,16,2,34,https://fbref.com/en/players/9f1893b9/Felipe-Anderson
1031,2023,Lazio,Serie A,Marcos Antônio,BRA,MF,22-154,2000,3,135,151,89.4,1926,535,82,88,93.2,36,42,85.7,10,12,83.3,0,0,0.1,0,0,14,1,0,6,https://fbref.com/en/players/108fe016/Marcos-Antonio
1032,2023,Lazio,Serie A,Toma Bašić,CRO,MF,25-354,1996,3.1,87,121,71.9,1188,214,40,46,87,38,44,86.4,1,16,6.3,0,0.3,0.2,-0.3,5,6,3,2,4,https://fbref.com/en/players/80556f08/Toma-Basic
1033,2023,Lazio,Serie A,Matteo Cancellieri,ITA,FW,20-275,2002,2.2,40,57,70.2,517,88,28,32,87.5,11,17,64.7,0,4,0,0,0.4,0.3,-0.4,3,1,1,1,2,https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri
1034,2023,Lazio,Serie A,Nicolò Casale,ITA,DF,24-273,1998,7.6,303,326,92.9,5513,1996,121,131,92.4,143,149,96,30,35,85.7,0,0.1,0.2,-0.1,1,5,0,0,17,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale
1035,2023,Lazio,Serie A,Danilo Cataldi,ITA,MF,28-100,1994,10.1,485,573,84.6,7801,2837,273,297,91.9,149,177,84.2,47,75,62.7,0,0.5,0.6,-0.5,9,34,4,0,30,https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi
1036,2023,Lazio,Serie A,Mario Gila,ESP,DF,22-077,2000,1,42,44,95.5,764,263,17,18,94.4,18,19,94.7,6,6,100,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/9c435456/Mario-Gila
1037,2023,Lazio,Serie A,Elseid Hysaj,ALB,DF,28-267,1994,4.3,177,215,82.3,2425,1161,110,122,90.2,55,67,82.1,6,16,37.5,1,0.3,0.2,0.7,3,15,2,0,10,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj
1038,2023,Lazio,Serie A,Ciro Immobile,ITA,FW,32-267,1990,9.1,165,224,73.7,2129,349,104,122,85.2,44,57,77.2,5,8,62.5,3,0.9,0.7,2.1,9,8,5,0,10,https://fbref.com/en/players/4431aed2/Ciro-Immobile
1039,2023,Lazio,Serie A,Manuel Lazzari,ITA,DF,28-350,1993,11,505,573,88.1,7112,2528,295,317,93.1,175,195,89.7,17,25,68,0,0.3,0.3,-0.3,3,20,6,3,13,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari
1040,2023,Lazio,Serie A,Adam Marušić,MNE,DF,30-028,1992,14.5,643,740,86.9,9685,3869,364,386,94.3,216,253,85.4,42,65,64.6,1,0.3,0.3,0.7,3,39,3,1,28,https://fbref.com/en/players/d4535821/Adam-Marusic
1041,2023,Lazio,Serie A,Luís Maximiano,POR,GK,23-313,1999,0.1,3,4,75,98,90,1,1,100,0,0,NA,2,3,66.7,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3318286e/Luis-Maximiano
1042,2023,Lazio,Serie A,Sergej Milinković-Savić,SRB,MF,27-260,1995,12.8,495,668,74.1,7992,2345,269,327,82.3,154,199,77.4,52,92,56.5,7,3.6,2.4,3.4,18,59,22,2,46,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic
1043,2023,Lazio,Serie A,Patric,ESP,DF,29-211,1993,8.4,441,506,87.2,8775,2635,154,166,92.8,186,201,92.5,81,117,69.2,0,0,0.1,0,0,11,2,0,6,https://fbref.com/en/players/f7223718/Patric
1044,2023,Lazio,Serie A,Pedro,ESP,FW,35-109,1987,7.6,242,306,79.1,3481,786,154,172,89.5,60,83,72.3,17,32,53.1,2,0.9,0.7,1.1,8,14,10,0,19,https://fbref.com/en/players/3ca7254a/Pedro
1045,2023,Lazio,Serie A,Ivan Provedel,ITA,GK,28-242,1994,14.9,417,540,77.2,11427,8152,84,84,100,155,160,96.9,174,289,60.2,0,0,0,0,1,7,0,0,0,https://fbref.com/en/players/277da414/Ivan-Provedel
1046,2023,Lazio,Serie A,Alessio Romagnoli,ITA,DF,27-306,1995,13.3,545,614,88.8,9667,3596,237,255,92.9,229,251,91.2,60,83,72.3,0,0.1,0.2,-0.1,1,22,3,0,17,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli
1047,2023,Lazio,Serie A,Luka Romero,ARG,FW,17-361,2004,1.3,16,18,88.9,170,42,13,13,100,2,2,100,0,1,0,0,0,0,0,0,2,0,0,0,https://fbref.com/en/players/ca6edaa0/Luka-Romero
1048,2023,Lazio,Serie A,Matías Vecino,URU,MF,31-082,1991,9.1,324,389,83.3,4886,1303,177,199,88.9,114,130,87.7,21,37,56.8,0,0.1,0.2,-0.1,3,33,4,0,29,https://fbref.com/en/players/44ac04e9/Matias-Vecino
1049,2023,Lazio,Serie A,Mattia Zaccagni,ITA,FW,27-151,1995,11.3,249,314,79.3,3405,891,157,177,88.7,68,90,75.6,7,16,43.8,3,1.3,1.3,1.7,13,16,8,0,24,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni
1050,2023,Lecce,Serie A,Kristoffer Askildsen,NOR,MF,21-309,2001,5.6,113,176,64.2,2179,745,51,68,75,39,58,67.2,19,36,52.8,0,0.3,0.3,-0.3,5,16,2,0,13,https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen
1051,2023,Lecce,Serie A,Lameck Banda,ZAM,"FW,MF",21-289,2001,9.9,129,209,61.7,1781,507,74,100,74,40,63,63.5,9,18,50,1,0.9,0.7,0.1,6,10,6,1,13,https://fbref.com/en/players/8a6de8c7/Lameck-Banda
1052,2023,Lecce,Serie A,Federico Baschirotto,ITA,DF,26-055,1996,15,427,573,74.5,9341,3341,110,127,86.6,232,282,82.3,79,144,54.9,0,0,0.3,0,1,33,2,1,25,https://fbref.com/en/players/5a08ee41/Federico-Baschirotto
1053,2023,Lecce,Serie A,Kristijan Bistrović,CRO,MF,24-219,1998,4.8,91,122,74.6,1696,580,38,43,88.4,33,43,76.7,15,24,62.5,0,0.3,0.4,-0.3,5,9,2,1,10,https://fbref.com/en/players/79370f8c/Kristijan-Bistrovic
1054,2023,Lecce,Serie A,Alexis Blin,FRA,"MF,DF",26-059,1996,7.7,252,309,81.6,4309,1224,105,125,84,114,134,85.1,19,27,70.4,0,0,0.2,0,2,28,5,1,15,https://fbref.com/en/players/c69ef855/Alexis-Blin
1055,2023,Lecce,Serie A,Assan Ceesay,GAM,FW,28-242,1994,9.9,108,179,60.3,1665,250,51,88,58,41,56,73.2,9,12,75,0,0.1,0.5,-0.1,2,4,2,0,8,https://fbref.com/en/players/07f8bcc8/Assan-Ceesay
1056,2023,Lecce,Serie A,Lorenzo Colombo,ITA,FW,20-251,2002,5.2,69,101,68.3,714,135,51,62,82.3,7,13,53.8,1,3,33.3,2,0.4,0.1,1.6,4,2,2,0,5,https://fbref.com/en/players/04df29a5/Lorenzo-Colombo
1057,2023,Lecce,Serie A,Kastriot Dermaku,ALB,DF,30-303,1992,0.4,1,2,50,27,0,0,0,NA,1,2,50,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2990c466/Kastriot-Dermaku
1058,2023,Lecce,Serie A,Federico Di Francesco,ITA,"FW,MF",28-153,1994,7.3,109,163,66.9,1515,442,67,81,82.7,30,48,62.5,6,18,33.3,1,0.6,0.4,0.4,9,8,6,0,10,https://fbref.com/en/players/1fca9171/Federico-Di-Francesco
1059,2023,Lecce,Serie A,Wladimiro Falcone,ITA,GK,27-216,1995,15,280,501,55.9,8612,6314,46,46,100,114,119,95.8,117,329,35.6,0,0,0,0,0,5,1,0,0,https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone
1060,2023,Lecce,Serie A,Antonino Gallo,ITA,DF,22-313,2000,10.2,333,492,67.7,6409,2922,140,161,87,144,202,71.3,46,105,43.8,1,0.5,0.5,0.5,14,50,12,8,38,https://fbref.com/en/players/c74d63ac/Antonino-Gallo
1061,2023,Lecce,Serie A,Valentin Gendrey,FRA,DF,22-146,2000,13.1,412,583,70.7,6688,3283,215,247,87,166,229,72.5,23,75,30.7,0,0.6,0.5,-0.6,7,26,5,2,38,https://fbref.com/en/players/822ed0ec/Valentin-Gendrey
1062,2023,Lecce,Serie A,Joan Gonzàlez,ESP,MF,20-286,2002,12.3,266,352,75.6,4322,1168,117,156,75,113,124,91.1,21,44,47.7,2,1.1,1.3,0.9,11,32,5,2,19,https://fbref.com/en/players/f025eade/Joan-Gonzalez
1063,2023,Lecce,Serie A,Morten Hjulmand,DEN,MF,23-142,1999,13,343,449,76.4,6452,1869,136,170,80,155,178,87.1,46,76,60.5,2,1.1,0.3,0.9,9,52,3,0,35,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand
1064,2023,Lecce,Serie A,Þórir Jóhann Helgason,ISL,MF,22-047,2000,1.7,34,46,73.9,633,280,14,18,77.8,13,15,86.7,6,11,54.5,0,0.3,0.2,-0.3,3,1,0,0,1,https://fbref.com/en/players/dc765618/Thorir-Johann-Helgason
1065,2023,Lecce,Serie A,Marcin Listkowski,POL,"MF,FW",24-277,1998,0.9,16,24,66.7,204,71,14,16,87.5,0,3,0,1,4,25,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a3695ac2/Marcin-Listkowski
1066,2023,Lecce,Serie A,Yıldırım Mert Çetin,TUR,DF,25-317,1997,0.2,2,3,66.7,38,8,1,1,100,0,0,NA,1,1,100,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c730da00/Yildirim-Mert-Cetin
1067,2023,Lecce,Serie A,Remi Oudin,FRA,"FW,MF",25-361,1996,2.4,61,104,58.7,1160,424,27,37,73,18,31,58.1,12,25,48,0,0.1,0.1,-0.1,3,12,0,0,11,https://fbref.com/en/players/ea02beaf/Remi-Oudin
1068,2023,Lecce,Serie A,Giuseppe Pezzella,ITA,DF,24-350,1997,4.8,197,247,79.8,3311,1357,97,109,89,81,101,80.2,17,29,58.6,0,0.1,0.1,-0.1,2,20,3,1,22,https://fbref.com/en/players/149c5f5d/Giuseppe-Pezzella
1069,2023,Lecce,Serie A,Marin Pongračić,CRO,DF,25-064,1997,8.8,296,361,82,6388,2314,73,94,77.7,171,195,87.7,47,63,74.6,0,0.1,0,-0.1,2,16,2,0,14,https://fbref.com/en/players/2a6cd437/Marin-Pongracic
1070,2023,Lecce,Serie A,Pablo Rodríguez,ESP,"FW,MF",21-102,2001,0.6,14,21,66.7,215,66,6,10,60,6,7,85.7,1,1,100,0,0,0,0,1,2,0,0,2,https://fbref.com/en/players/1d4e63b6/Pablo-Rodriguez
1071,2023,Lecce,Serie A,Gabriel Strefezza,BRA,"FW,MF",25-210,1997,9.9,177,295,60,3386,1124,86,111,77.5,51,82,62.2,35,73,47.9,0,0.7,0.8,-0.7,10,18,7,4,20,https://fbref.com/en/players/674cfc5a/Gabriel-Strefezza
1072,2023,Lecce,Serie A,Alessandro Tuia,ITA,DF,32-159,1990,2,53,72,73.6,1198,410,11,15,73.3,31,35,88.6,10,21,47.6,0,0,0,0,0,6,0,0,5,https://fbref.com/en/players/26c54058/Alessandro-Tuia
1073,2023,Lecce,Serie A,Samuel Umtiti,FRA,DF,29-000,1993,3.7,93,114,81.6,1751,515,36,46,78.3,36,39,92.3,17,21,81,0,0,0,0,0,2,0,0,2,https://fbref.com/en/players/3eed9821/Samuel-Umtiti
1074,2023,Leeds United,Premier League,Brenden Aaronson,USA,"MF,FW",22-023,2000,13.2,334,446,74.9,4267,1210,192,233,82.4,84,109,77.1,15,39,38.5,2,2.9,1.4,-0.9,27,27,7,2,28,https://fbref.com/en/players/5bc43860/Brenden-Aaronson
1075,2023,Leeds United,Premier League,Tyler Adams,USA,MF,23-273,1999,13,619,752,82.3,9541,2956,331,375,88.3,231,273,84.6,35,62,56.5,0,0.9,0.7,-0.9,15,61,8,0,58,https://fbref.com/en/players/2b09d998/Tyler-Adams
